date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:36	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202023%2013:13:45%20GMT	https://enftx-html.vercel.app/images/avatar/17.jpg	E:/darklight/admin/enftx-html.vercel.app/images/avatar/17.jpg	(from https://enftx-html.vercel.app/collection.html)
20:13:36	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202023%2013:13:45%20GMT	https://enftx-html.vercel.app/images/avatar/18.jpg	E:/darklight/admin/enftx-html.vercel.app/images/avatar/18.jpg	(from https://enftx-html.vercel.app/collection.html)
20:13:37	127896/127896	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202023%2013:13:46%20GMT	https://enftx-html.vercel.app/images/items/19.jpg	E:/darklight/admin/enftx-html.vercel.app/images/items/19.jpg	(from https://enftx-html.vercel.app/collection.html)
20:13:37	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202023%2013:13:46%20GMT	https://enftx-html.vercel.app/images/avatar/19.jpg	E:/darklight/admin/enftx-html.vercel.app/images/avatar/19.jpg	(from https://enftx-html.vercel.app/collection.html)
20:13:37	208802/208802	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202023%2013:13:46%20GMT	https://enftx-html.vercel.app/images/items/20.jpg	E:/darklight/admin/enftx-html.vercel.app/images/items/20.jpg	(from https://enftx-html.vercel.app/collection.html)
20:13:37	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202023%2013:13:46%20GMT	https://enftx-html.vercel.app/images/avatar/20.jpg	E:/darklight/admin/enftx-html.vercel.app/images/avatar/20.jpg	(from https://enftx-html.vercel.app/collection.html)
20:13:38	98348/98348	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20May%202023%2013:13:46%20GMT	https://enftx-html.vercel.app/icons/bootstrap-icons/fonts/bootstrap-icons.woff?5813790c1ebd573b51a03ec84367082a	E:/darklight/admin/enftx-html.vercel.app/icons/bootstrap-icons/fonts/bootstrap-iconsd4f0.woff	(from https://enftx-html.vercel.app/icons/bootstrap-icons/bootstrap-icons.css)
20:13:39	74352/74352	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20May%202023%2013:13:47%20GMT	https://enftx-html.vercel.app/icons/bootstrap-icons/fonts/bootstrap-icons.woff2?5813790c1ebd573b51a03ec84367082a	E:/darklight/admin/enftx-html.vercel.app/icons/bootstrap-icons/fonts/bootstrap-iconsd4f0.woff2	(from https://enftx-html.vercel.app/icons/bootstrap-icons/bootstrap-icons.css)
20:13:40	403228/403228	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20May%202023%2013:13:49%20GMT	https://enftx-html.vercel.app/icons/remix-icon/fonts/remixicon.eot?t=1590207869815	E:/darklight/admin/enftx-html.vercel.app/icons/remix-icon/fonts/remixicondf6d.eot	(from https://enftx-html.vercel.app/icons/remix-icon/remixicon.css)
20:13:40	125268/125268	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20May%202023%2013:13:49%20GMT	https://enftx-html.vercel.app/icons/remix-icon/fonts/remixicon.woff2?t=1590207869815	E:/darklight/admin/enftx-html.vercel.app/icons/remix-icon/fonts/remixicondf6d.woff2	(from https://enftx-html.vercel.app/icons/remix-icon/remixicon.css)
20:13:41	172876/172876	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20May%202023%2013:13:50%20GMT	https://enftx-html.vercel.app/icons/remix-icon/fonts/remixicon.woff?t=1590207869815	E:/darklight/admin/enftx-html.vercel.app/icons/remix-icon/fonts/remixicondf6d.woff	(from https://enftx-html.vercel.app/icons/remix-icon/remixicon.css)
20:13:42	403056/403056	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2004%20May%202023%2013:13:51%20GMT	https://enftx-html.vercel.app/icons/remix-icon/fonts/remixicon.ttf?t=1590207869815	E:/darklight/admin/enftx-html.vercel.app/icons/remix-icon/fonts/remixicondf6d.ttf	(from https://enftx-html.vercel.app/icons/remix-icon/remixicon.css)
20:13:43	1195522/1195522	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2004%20May%202023%2013:13:51%20GMT	https://enftx-html.vercel.app/icons/remix-icon/fonts/remixicon.svg?t=1590207869815	E:/darklight/admin/enftx-html.vercel.app/icons/remix-icon/fonts/remixicondf6d.svg	(from https://enftx-html.vercel.app/icons/remix-icon/remixicon.css)
20:13:43	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202023%2013:13:52%20GMT	https://enftx-html.vercel.app/signin	E:/darklight/admin/enftx-html.vercel.app/signin	(from https://enftx-html.vercel.app/signup.html)
20:13:43	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20May%202023%2013:13:52%20GMT	https://enftx-html.vercel.app/signup	E:/darklight/admin/enftx-html.vercel.app/signup	(from https://enftx-html.vercel.app/signup.html)
